stars,comment
5.0 out of 5 stars,"







  
  
    The product was made of canvas style material and print screening and very colorful
  
"
2.0 out of 5 stars,"







  
  
    WON'T GET CARDS SHOWN, ALSO RESEALED PACKS!!! Stilled pulled a Full Art MGardevoir EX but not worth buy since every card we resealed. When I bought the packs every single one of the corners were very odviously resealed as it wasn't done very well, all corners you could see inside and see cards so its a reseal pack, Scam seller don't buy!
  
"
1.0 out of 5 stars,"







  
  
    Not what we were expecting at all! My son was very disappointed.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved it!
  
"
5.0 out of 5 stars,"







  
  
    In every pack we got great cards no doubles and the kids loved that they got holos
  
"
5.0 out of 5 stars,"







  
  
    These were great packs! They weren’t older ones but I bought 6 packs total and 4/6 had great cards in them! I got a rainbow full art trainer from one!
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved these Pokémon cards. I was so happy to get them.  Sold out everywhere else.  Thank you Amazon
  
"
5.0 out of 5 stars,"







  
  
    Of course we older folks think they cost too much but my grandson loves them so he was excited to get them for his birthday.
  
"
5.0 out of 5 stars,"







  
  
    These were sealed and came quickly. We were worried ordering online but my son was very pleased. Will be ordering again.
  
"
5.0 out of 5 stars,"







  
  
    Great product & price
  
"
3.0 out of 5 stars,"







  
  
    I got 3 booster packs, 2 steam and 1 sun/moon. I wasn't very impressed with the pulls, but I got some okay reverse holofoils and a couple of non-holo rares. Since these cards are still young, and most likely have yet to be limited print, there's not much value in them for the time being. Overall, I'm not at all upset with the results as I thought the 10 bucks was worth it.
  
"
5.0 out of 5 stars,"







  
  
    My son likes Pokémon and has been wanting new cards for a while now. He enjoys collecting Pokémon. Very good gift for my son.
  
"
5.0 out of 5 stars,"







  
  
    Great cards and very giftable
  
"
5.0 out of 5 stars,"







  
  
    Not sure what I should say, but my 6 year old boy loved it!
  
"
1.0 out of 5 stars,"







  
  
    Of course this was a rip off. 3 resealed packs and 30 hand picked. Do not buy these
  
"
5.0 out of 5 stars,"







  
  
    I got what I paid for, all 3 packs came wrapped in a little tight plastic baggie.All the cards I got were 100% real. I got lucky with a few rare ones.The people on here saying it's fake are Bs'ing , or are just mad they have the worst of luck lol. .overall great product and price. I mean the ratings speak for themselves. 🤷🏻‍♂️🤣
  
"
5.0 out of 5 stars,"







  
  
    Great surprise packages for my nephew to add to his collection.
  
"
5.0 out of 5 stars,"







  
  
    This was a gift
  
"
1.0 out of 5 stars,"







  
  
    This is not recommended because I got different pack series and not any good cards a waste of money overall trash
  
"
1.0 out of 5 stars,"







  
  
    Do NOT state something is AUTHENTIC when it is not. Should have researched further and seen there is a no return policy. How convenient. These went in the garbage. What a waste of money and the duplicity of the listing is the worst part. If I could have given zero stars i would have.....
  
"
1.0 out of 5 stars,"







  
  
    I never write negative reviews but my daughter spent her own money on what she thought were cards that you can’t find in stores…we received them today and to our surprise…they are not ones that are pictured. You can buy these at any store. My poor little girl was so disappointed!
  
"
5.0 out of 5 stars,"







  
  
    My son liked them
  
"
5.0 out of 5 stars,"







  
  
    Some Pokémon cards on Amazon are fraudulent. These are the real thing.
  
"
1.0 out of 5 stars,"







  
  
    all these cards are the biggest waste of money.  Your kids might play with them for a day or two but most likely there just going to end up scattered all around your house making a big mess
  
"
1.0 out of 5 stars,"







  
  
    Every pack was a dud and we purchase 6 packs. This can happen but there were several signs these pack were resealed. In the picture you will see a different seal from original close to the middle. The was also signs within the pack where the ""GOOD"" cards should be. Buy from someone else.
  
"
5.0 out of 5 stars,"







  
  
    I will be buying more
  
"
5.0 out of 5 stars,"







  
  
    It came on time, giving them to my grandson for a surprise. (Nothing to dislike)
  
"
2.0 out of 5 stars,"







  
  
    Bought the 3 pack and only received 2 also took 2 weeks to get here. I wouldn’t recommend this seller.
  
"
5.0 out of 5 stars,"







  
  
    With all the craze, counterfeit cards were a concern. These are the real deal for a good value.
  
"
2.0 out of 5 stars,"







  
  
    The picture showed two break packs and that’s why we ordered.  None of the three packs were break cards and I have one very disappointed 7 year old!
  
"
1.0 out of 5 stars,"







  
  
    Obvious resealed packs.
  
"
5.0 out of 5 stars,"







  
  
    Grandson loved it.
  
"
5.0 out of 5 stars,"







  
  
    Nice. TookA long time toShop
  
"
1.0 out of 5 stars,"







  
  
    FROM PURCHASE SITE LOOKED AS IF THERE WERE 3 DIFFERENT PACKS OF 10 INSIDE ORDER.I RECEIVED 3 PACKS OF 10 ALL SWORD AND SHIELD FUSION STRIKE CARDSFELT RIPPED OFFDID NOT OPEN ANY
  
"
2.0 out of 5 stars,"







  
  
    The picture they use is misleading. None of the packs I got are XY. You’d be better off picking booster packs up from the store and it would be cheaper.
  
"
